0.03	0.0	206.0	242.0	220.0	218.0	223.0	
0.03	0.1	1020.0	992.0	1217.0	1010.0	1040.0	
0.03	0.2	1769.0	3395.0	2888.0	2265.0	4279.0	
0.03	0.3	5000.0	5000.0	5000.0	5000.0	3230.0	
0.03	0.4	5000.0	3717.0	5000.0	5000.0	5000.0	
0.03	0.5	5000.0	5000.0	5000.0	5000.0	5000.0	
0.03	0.6	5000.0	5000.0	5000.0	5000.0	5000.0	
0.03	0.7	5000.0	5000.0	5000.0	5000.0	5000.0	
0.03	0.8	5000.0	5000.0	5000.0	5000.0	5000.0	
0.03	0.9	5000.0	5000.0	5000.0	5000.0	5000.0	
0.03	1.0	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.0	222.0	216.0	237.0	227.0	211.0	
0.15	0.1	1130.0	1490.0	1483.0	1314.0	1092.0	
0.15	0.2	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.3	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.4	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.5	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.6	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.7	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.8	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	0.9	5000.0	5000.0	5000.0	5000.0	5000.0	
0.15	1.0	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.0	199.0	215.0	239.0	198.0	213.0	
0.5	0.1	2047.0	1726.0	1966.0	1896.0	1562.0	
0.5	0.2	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.3	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.4	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.5	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.6	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.7	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.8	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	0.9	5000.0	5000.0	5000.0	5000.0	5000.0	
0.5	1.0	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.0	260.0	231.0	205.0	242.0	207.0	
1.0	0.1	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.2	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.3	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.4	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.5	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.6	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.7	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.8	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	0.9	5000.0	5000.0	5000.0	5000.0	5000.0	
1.0	1.0	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.0	251.0	204.0	212.0	248.0	244.0	
2.0	0.1	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.2	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.3	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.4	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.5	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.6	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.7	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.8	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	0.9	5000.0	5000.0	5000.0	5000.0	5000.0	
2.0	1.0	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.0	267.0	255.0	304.0	311.0	253.0	
5.0	0.1	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.2	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.3	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.4	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.5	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.6	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.7	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.8	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	0.9	5000.0	5000.0	5000.0	5000.0	5000.0	
5.0	1.0	5000.0	5000.0	5000.0	5000.0	5000.0	
